A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,image1.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,polygon1.started,ISI.started,image.started,textbox.started,text.started,key_resp.started,textbox.text,key_resp.keys,key_resp.rt,instruction2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,polygon2.started,ISI2.started,image_2.started,textbox_2.started,text_2.started,key_resp_2.started,textbox_2.text,key_resp_2.keys,key_resp_2.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
36,0,9,9,36,45,54,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_36_00_09_09.png,,,,,0,58,58,197,,,,,,,,,,,,,,,,,,543.7327562789997,0.010240300999612373,544.2459207809998,544.2459207809998,544.2459207809998,544.2459207809998,25,return,2.355291662000127,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,9,36,9,9,54,0.83,1.0,0.0,0.2,-0.2,-0.25,,stimuli/P_00_09_09_36.png,,,,,0,59,59,23,,,,,,,,,,,,,,,,,,546.6248709439997,0.0007616540005983552,547.1313004200001,547.1313004200001,547.1313004200001,547.1313004200001,0,return,2.0196984359999988,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,9,9,36,9,54,0.33,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_36_09_09.png,,,,,0,60,60,53,,,,,,,,,,,,,,,,,,549.1787134870001,0.0007733340007689549,549.6793402060002,549.6793402060002,549.6793402060002,549.6793402060002,0,return,2.1304433940003946,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,9,0,72,45,81,0.56,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_36_36_09_00.png,,,,,0,61,61,244,,,,,,,,,,,,,,,,,,551.8241814800003,0.0007622800003446173,552.320684714,552.320684714,552.320684714,552.320684714,45,return,6.536142995000773,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,9,18,9,18,36,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_09_00_09_18.png,,,,,0,62,62,70,,,,,,,,,,,,,,,,,,558.8714507519999,0.00056449200019415,559.3673218280001,559.3673218280001,559.3673218280001,559.3673218280001,,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,18,9,72,54,99,0.64,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_36_36_18_09.png,,,,,0,63,63,249,,,,,,,,,,,,,,,,,,566.986601441,0.016193397999813897,567.491708261,567.491708261,567.491708261,567.491708261,100,return,4.37428705900038,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,0,9,18,18,27,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_18_00_00_09.png,,,,,0,64,64,129,,,,,,,,,,,,,,,,,,571.8922158309997,0.0009496350003246334,572.3881505899999,572.3881505899999,572.3881505899999,572.3881505899999,100,return,6.006842929999948,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,9,18,54,27,81,0.56,0.67,0.33,0.33,0.0,0.0,,stimuli/P_18_36_09_18.png,,,,,0,65,65,182,,,,,,,,,,,,,,,,,,578.4249541660001,0.0007867699996495503,578.9333512430003,578.9333512430003,578.9333512430003,578.9333512430003,35,return,5.228050040000198,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,9,9,18,9,36,0.5,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_18_09_09.png,,,,,0,66,66,37,,,,,,,,,,,,,,,,,,584.1859832660002,0.0009572529997967649,584.700231717,584.700231717,584.700231717,584.700231717,0,return,3.523978072000318,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,36,18,18,36,72,0.75,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_18_36_18.png,,,,,0,67,67,46,,,,,,,,,,,,,,,,,,588.2395956199998,0.0006486390002464759,588.7380985660002,588.7380985660002,588.7380985660002,588.7380985660002,0,return,2.1146221939998213,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,36,18,27,54,81,0.89,0.33,0.67,0.67,0.0,0.0,,stimuli/P_18_09_36_18.png,,,,,0,68,68,158,,,,,,,,,,,,,,,,,,590.870102455,0.0005645779992846656,591.3678477699996,591.3678477699996,591.3678477699996,591.3678477699996,55,return,5.978993948000607,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,18,18,45,54,81,0.89,0.2,0.8,0.5,0.3,0.6,,stimuli/P_36_09_18_18.png,,,,,0,69,69,218,,,,,,,,,,,,,,,,,,597.3733981200003,0.000638371999230003,597.8855022959997,597.8855022959997,597.8855022959997,597.8855022959997,75,return,5.181390185000055,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,36,18,45,45,99,0.64,0.8,0.2,0.67,-0.47,-1.4,,stimuli/P_09_36_36_18.png,,,,,0,70,70,126,,,,,,,,,,,,,,,,,,603.0867066290002,0.0006499410001197248,603.5923330420001,603.5923330420001,603.5923330420001,603.5923330420001,20,return,6.381934547999663,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,36,0,27,45,63,0.71,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_09_18_36_00.png,,,,,0,71,71,108,,,,,,,,,,,,,,,,,,609.989136483,0.0006459320002250024,610.4911678130002,610.4911678130002,610.4911678130002,610.4911678130002,15,return,3.709398885000155,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,9,9,9,18,27,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_09_00_09_09.png,,,,,0,72,72,69,,,,,,,,,,,,,,,,,,614.2297272730002,0.0009461290001127054,614.7373395040004,614.7373395040004,614.7373395040004,614.7373395040004,50,return,3.3289157950002846,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,36,9,9,36,54,0.83,1.0,0.0,0.8,-0.8,-4.0,,stimuli/P_00_09_36_09.png,,,,,0,73,73,29,,,,,,,,,,,,,,,,,,618.0872909970003,0.0006424479997804156,618.5864176429995,618.5864176429995,618.5864176429995,618.5864176429995,0,return,2.0282080610004414,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,18,0,54,36,72,0.5,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_18_36_18_00.png,,,,,0,74,74,184,,,,,,,,,,,,,,,,,,620.641891108,0.0007585780003864784,621.1449941239998,621.1449941239998,621.1449941239998,621.1449941239998,35,return,5.817447319000166,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,18,9,27,36,54,0.83,0.33,0.67,0.67,0.0,0.0,,stimuli/P_18_09_18_09.png,,,,,0,75,75,153,,,,,,,,,,,,,,,,,,626.9868405320003,0.0007624249992659315,627.4946432010001,627.4946432010001,627.4946432010001,627.4946432010001,25,return,6.2164069710006515,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,9,9,18,27,36,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_18_00_09_09.png,,,,,0,76,76,133,,,,,,,,,,,,,,,,,,633.7255765780001,0.0007947619997139554,634.2177781419996,634.2177781419996,634.2177781419996,634.2177781419996,45,return,6.93149212499975,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,0,18,18,0,36,0.5,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_18_00_18.png,,,,,0,77,77,34,,,,,,,,,,,,,,,,,,641.1786231180004,0.0007723039998381864,641.681261875,641.681261875,641.681261875,641.681261875,0,return,2.5430465240006015,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,36,36,45,45,117,0.69,0.8,0.2,0.5,-0.3,-0.6,,stimuli/P_09_36_36_36.png,,,,,0,78,78,127,,,,,,,,,,,,,,,,,,644.2375899930003,0.0006699760006085853,644.7367258280001,644.7367258280001,644.7367258280001,644.7367258280001,20,return,6.228119692000291,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,36,36,9,36,81,0.89,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_09_36_36.png,,,,,0,79,79,31,,,,,,,,,,,,,,,,,,651.0123629990003,0.0009653219995016116,651.517589223,651.517589223,651.517589223,651.517589223,0,return,2.25936913500027,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,18,36,27,36,81,0.89,0.33,0.67,0.33,0.33,0.5,,stimuli/P_18_09_18_36.png,,,,,0,80,80,155,,,,,,,,,,,,,,,,,,653.7895389750001,0.000645574000373017,654.2882205300002,654.2882205300002,654.2882205300002,654.2882205300002,50,return,4.218406397000763,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,9,9,18,18,36,0.75,0.5,0.5,0.5,0.0,0.0,,stimuli/P_09_09_09_09.png,,,,,0,81,81,85,,,,,,,,,,,,,,,,,,658.525722073,0.000779298999987077,659.0269038999995,659.0269038999995,659.0269038999995,659.0269038999995,25,return,6.749901832999967,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,36,9,45,72,90,0.9,0.2,0.8,0.8,0.0,0.0,,stimuli/P_36_09_36_09.png,,,,,0,82,82,221,,,,,,,,,,,,,,,,,,665.8048027570003,0.0007612500003233436,666.3186017689995,666.3186017689995,666.3186017689995,666.3186017689995,25,return,2.879707275000328,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,36,18,36,36,90,0.6,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_36_36_18.png,,,,,0,83,83,62,,,,,,,,,,,,,,,,,,669.2254249320004,0.0007481510001525749,669.7247166480001,669.7247166480001,669.7247166480001,669.7247166480001,0,return,4.763240532000964,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,9,36,9,18,54,1.0,0.0,1.0,0.2,0.8,1.0,,stimuli/P_09_00_09_36.png,,,,,0,84,84,71,,,,,,,,,,,,,,,,,,674.5033669860004,0.0005671510007232428,675.0070702559997,675.0070702559997,675.0070702559997,675.0070702559997,25,return,6.943142732000524,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,36,0,18,36,54,0.67,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_18_36_00.png,,,,,0,85,85,44,,,,,,,,,,,,,,,,,,681.9721943389995,0.0007705710004302091,682.4705005269998,682.4705005269998,682.4705005269998,682.4705005269998,0,return,3.775567861000127,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,9,0,0,9,9,1.0,None,None,1.0,None,None,,stimuli/P_00_00_09_00.png,,,,,0,86,86,4,,,,,,,,,,,,,,,,,,686.2737210819996,0.0007566039994344465,686.7787210209999,686.7787210209999,686.7787210209999,686.7787210209999,0,return,3.4487858720003715,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,9,36,0,9,45,1.0,None,None,0.2,None,None,,stimuli/P_00_00_09_36.png,,,,,0,87,87,7,,,,,,,,,,,,,,,,,,690.2545258600003,0.0009418640001968015,690.7605914559999,690.7605914559999,690.7605914559999,690.7605914559999,0,return,1.8279382470009296,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,36,0,18,45,54,0.83,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_09_09_36_00.png,,,,,0,88,88,92,,,,,,,,,,,,,,,,,,692.602672897,0.0006818040001235204,693.1089840949999,693.1089840949999,693.1089840949999,693.1089840949999,2,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,36,0,36,72,72,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_36_00_36_00.png,,,,,0,89,89,204,,,,,,,,,,,,,,,,,,700.7282009330002,0.010362295000049926,701.2317735549996,701.2317735549996,701.2317735549996,701.2317735549996,50,return,4.1857147410000834,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,18,9,45,27,72,0.5,0.8,0.2,0.67,-0.47,-1.4,,stimuli/P_09_36_18_09.png,,,,,0,90,90,121,,,,,,,,,,,,,,,,,,705.4397809510001,0.0008375419993171818,705.9499055349997,705.9499055349997,705.9499055349997,705.9499055349997,25,return,6.630520083000192,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,9,36,36,45,81,1.0,0.0,1.0,0.2,0.8,1.0,,stimuli/P_36_00_09_36.png,,,,,0,91,91,199,,,,,,,,,,,,,,,,,,712.5950042920003,0.0007697979999647941,713.1016691770001,713.1016691770001,713.1016691770001,713.1016691770001,20,return,5.477979516000232,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,18,9,18,27,45,0.8,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_09_09_18_09.png,,,,,0,92,92,89,,,,,,,,,,,,,,,,,,718.6031398530004,0.0006535919992529671,719.1145734479996,719.1145734479996,719.1145734479996,719.1145734479996,15,return,7.333332803000303,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,36,36,27,45,99,0.82,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_09_18_36_36.png,,,,,0,93,93,111,,,,,,,,,,,,,,,,,,726.4727808429998,0.0009585110001353314,726.9758521559997,726.9758521559997,726.9758521559997,726.9758521559997,10,return,5.422560966000674,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,0,18,36,36,54,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_36_00_00_18.png,,,,,0,94,94,194,,,,,,,,,,,,,,,,,,732.4139769450003,0.0007557019998785108,732.9318636380003,732.9318636380003,732.9318636380003,732.9318636380003,75,return,4.978505297000083,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,18,36,36,36,90,0.8,0.5,0.5,0.33,0.17,0.25,,stimuli/P_18_18_18_36.png,,,,,0,95,95,171,,,,,,,,,,,,,,,,,,737.9380045910002,0.0007613950001541525,738.4347924379999,738.4347924379999,738.4347924379999,738.4347924379999,20,return,5.953391412000201,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,36,0,45,72,81,0.89,0.2,0.8,1.0,-0.2,#NAME?,,stimuli/P_36_09_36_00.png,,,,,0,96,96,220,,,,,,,,,,,,,,,,,,744.4177670270001,0.0009501750000708853,744.9182050829995,744.9182050829995,744.9182050829995,744.9182050829995,7,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,18,18,27,27,63,0.71,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_09_18_18_18.png,,,,,0,97,97,106,,,,,,,,,,,,,,,,,,752.5336342250002,0.017088814999624447,753.0489256290002,753.0489256290002,753.0489256290002,753.0489256290002,15,return,5.711196350001046,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,0,9,18,9,27,0.67,0.5,0.5,0.0,0.5,0.5,,stimuli/P_09_09_00_09.png,,,,,0,98,98,81,,,,,,,,,,,,,,,,,,758.7881954860004,0.0009495160002188641,759.2870457259996,759.2870457259996,759.2870457259996,759.2870457259996,30,return,5.005906209999921,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,9,36,27,27,72,0.88,0.33,0.67,0.2,0.47,0.58,,stimuli/P_18_09_09_36.png,,,,,0,99,99,151,,,,,,,,,,,,,,,,,,764.3187063830001,0.0007659990005777217,764.8197819090001,764.8197819090001,764.8197819090001,764.8197819090001,30,return,6.082965933001105,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,0,9,9,9,18,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_09_00_00_09.png,,,,,0,100,100,65,,,,,,,,,,,,,,,,,,770.9200222259997,0.0006268999995882041,771.4102295510002,771.4102295510002,771.4102295510002,771.4102295510002,50,return,2.1770075699996596,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,18,36,9,18,63,0.86,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_09_18_36.png,,,,,0,101,101,27,,,,,,,,,,,,,,,,,,773.6016910990002,0.0006510369994430221,774.1055272880003,774.1055272880003,774.1055272880003,774.1055272880003,0,return,4.349801148000552,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,18,9,0,18,27,1.0,None,None,0.67,None,None,,stimuli/P_00_00_18_09.png,,,,,0,102,102,9,,,,,,,,,,,,,,,,,,778.4701401550001,0.0007995289997779764,778.9769582870003,778.9769582870003,778.9769582870003,778.9769582870003,0,return,1.4780669820002004,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,9,36,18,18,63,0.86,0.5,0.5,0.2,0.3,0.37,,stimuli/P_09_09_09_36.png,,,,,0,103,103,87,,,,,,,,,,,,,,,,,,780.4704429000003,0.0006409549996533315,780.9718525440003,780.9718525440003,780.9718525440003,780.9718525440003,23,return,6.965873895999721,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,0,0,9,9,9,1.0,0.0,1.0,None,None,None,,stimuli/P_09_00_00_00.png,,,,,0,104,104,64,,,,,,,,,,,,,,,,,,787.9535224740002,0.0006438469999920926,788.4471316520003,788.4471316520003,788.4471316520003,788.4471316520003,100,return,4.626040094000018,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,0,36,0,0,36,1.0,None,None,0.0,None,None,,stimuli/P_00_00_00_36.png,,,,,0,105,105,3,,,,,,,,,,,,,,,,,,793.0876420140003,0.0007620799997312133,793.5921182660004,793.5921182660004,793.5921182660004,793.5921182660004,0,return,1.3187192790001063,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,36,0,9,45,45,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_09_00_36_00.png,,,,,0,106,106,76,,,,,,,,,,,,,,,,,,794.9361667920002,0.0007624260006195982,795.4420888599998,795.4420888599998,795.4420888599998,795.4420888599998,20,return,6.143989867000528,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,18,0,9,27,27,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_09_00_18_00.png,,,,,0,107,107,72,,,,,,,,,,,,,,,,,,801.6016777320001,0.0006394259999069618,802.1005302240001,802.1005302240001,802.1005302240001,802.1005302240001,30,return,5.265551733000393,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,36,9,18,45,63,0.86,0.5,0.5,0.8,-0.3,-1.5,,stimuli/P_09_09_36_09.png,,,,,0,108,108,93,,,,,,,,,,,,,,,,,,807.3812571239996,0.0007565010000689654,807.8826775429998,807.8826775429998,807.8826775429998,807.8826775429998,10,return,7.5122191460004615,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,0,18,9,9,27,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_09_00_00_18.png,,,,,0,109,109,66,,,,,,,,,,,,,,,,,,815.4228123269995,0.000746505000279285,815.9184050209997,815.9184050209997,815.9184050209997,815.9184050209997,30,return,3.6953452649995597,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,9,18,18,9,45,0.6,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_18_09_18.png,,,,,0,110,110,38,,,,,,,,,,,,,,,,,,819.6348514129995,0.00064218300030916,820.1316427749998,820.1316427749998,820.1316427749998,820.1316427749998,0,return,1.4265663800006223,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,9,0,54,27,63,0.43,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_18_36_09_00.png,,,,,0,111,111,180,,,,,,,,,,,,,,,,,,821.585614441,0.0007662309999432182,822.109484996,822.109484996,822.109484996,822.109484996,20,return,6.794491139999991,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,0,0,0,0,0,None,None,None,None,None,None,,stimuli/P_00_00_00_00.png,,,,,0,112,112,0,,,,,,,,,,,,,,,,,,828.9220086530004,0.000632354999652307,829.417148216,829.417148216,829.417148216,829.417148216,0,return,2.6145738360000905,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,18,36,45,27,99,0.64,0.8,0.2,0.33,-0.13,-0.2,,stimuli/P_09_36_18_36.png,,,,,0,113,113,123,,,,,,,,,,,,,,,,,,832.053808443,0.0007790929994371254,832.5679276210003,832.5679276210003,832.5679276210003,832.5679276210003,15,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,0,9,18,0,27,0.33,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_18_00_09.png,,,,,0,114,114,33,,,,,,,,,,,,,,,,,,840.1670857959998,0.016275472999041085,840.6734969589997,840.6734969589997,840.6734969589997,840.6734969589997,0,return,3.335584012000254,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,9,36,72,45,117,0.69,0.5,0.5,0.2,0.3,0.37,,stimuli/P_36_36_09_36.png,,,,,0,115,115,247,,,,,,,,,,,,,,,,,,844.0366657409995,0.0007597339999847463,844.5517524770003,844.5517524770003,844.5517524770003,844.5517524770003,30,return,4.549731495000742,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,9,18,54,45,81,0.78,0.33,0.67,0.33,0.33,0.5,,stimuli/P_36_18_09_18.png,,,,,0,116,116,230,,,,,,,,,,,,,,,,,,849.1248764869997,0.0007604140000694315,849.6351386879996,849.6351386879996,849.6351386879996,849.6351386879996,35,return,5.151122242000383,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,9,0,36,9,45,0.2,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_36_09_00.png,,,,,0,117,117,52,,,,,,,,,,,,,,,,,,854.811365734,0.0005183439998290851,855.3119687819999,855.3119687819999,855.3119687819999,855.3119687819999,0,return,1.8565039439999964,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,9,0,45,18,54,0.33,0.8,0.2,1.0,-0.8,#NAME?,,stimuli/P_09_36_09_00.png,,,,,0,118,118,116,,,,,,,,,,,,,,,,,,857.1838225299998,0.0004911160003757686,857.6773464360003,857.6773464360003,857.6773464360003,857.6773464360003,20,return,7.399669596000422,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,9,9,72,45,90,0.6,0.5,0.5,0.5,0.0,0.0,,stimuli/P_36_36_09_09.png,,,,,0,119,119,245,,,,,,,,,,,,,,,,,,865.1018300260002,0.0005530340004042955,865.6095111819996,865.6095111819996,865.6095111819996,865.6095111819996,30,return,5.597973597999953,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,0,0,18,18,18,1.0,0.0,1.0,None,None,None,,stimuli/P_18_00_00_00.png,,,,,0,120,120,128,,,,,,,,,,,,,,,,,,871.237278433,0.0009333170000900282,871.747931848,871.747931848,871.747931848,871.747931848,100,return,2.0944433100003153,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,18,18,36,36,72,0.75,0.5,0.5,0.5,0.0,0.0,,stimuli/P_18_18_18_18.png,,,,,0,121,121,170,,,,,,,,,,,,,,,,,,873.8682363560001,0.0013207990004957537,874.3794006369999,874.3794006369999,874.3794006369999,874.3794006369999,25,return,2.0771297110004525,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,18,36,45,54,99,0.91,0.2,0.8,0.33,0.47,0.7,,stimuli/P_36_09_18_36.png,,,,,0,122,122,219,,,,,,,,,,,,,,,,,,876.4855724489998,0.0009518520000710851,876.9977814029999,876.9977814029999,876.9977814029999,876.9977814029999,30,return,4.06644184400011,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,0,0,18,9,18,0.5,0.5,0.5,None,None,None,,stimuli/P_09_09_00_00.png,,,,,0,123,123,80,,,,,,,,,,,,,,,,,,881.0862444719996,0.000726422999832721,881.5819721899998,881.5819721899998,881.5819721899998,881.5819721899998,50,return,2.169809115001044,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
