A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,image1.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,polygon1.started,ISI.started,image.started,textbox.started,text.started,key_resp.started,textbox.text,key_resp.keys,key_resp.rt,instruction2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,polygon2.started,ISI2.started,image_2.started,textbox_2.started,text_2.started,key_resp_2.started,textbox_2.text,key_resp_2.keys,key_resp_2.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
18,36,0,36,54,18,90,0.6,0.67,0.33,0.0,0.33,0.33,,stimuli/P_18_36_00_36.png,,,,,0,190,190,179,,,,,,,,,,,,,,,,,,1252.4170746050004,0.0006500310000774334,1252.9175015170003,1252.9175015170003,1252.9175015170003,1252.9175015170003,2,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,0,0,18,0,18,0.0,1.0,0.0,None,None,None,,stimuli/P_00_18_00_00.png,,,,,0,191,191,32,,,,,,,,,,,,,,,,,,1260.5312129969998,0.01456702499945095,1261.0270081010003,1261.0270081010003,1261.0270081010003,1261.0270081010003,0,return,2.3755938090007476,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,18,0,18,36,36,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_18_00_18_00.png,,,,,0,192,192,136,,,,,,,,,,,,,,,,,,1263.43232231,0.0007364829998550704,1263.9362007179998,1263.9362007179998,1263.9362007179998,1263.9362007179998,50,return,2.617628861999947,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,9,0,18,18,27,0.67,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_09_09_09_00.png,,,,,0,193,193,84,,,,,,,,,,,,,,,,,,1266.5784857629997,0.0006422479991670116,1267.0803444450003,1267.0803444450003,1267.0803444450003,1267.0803444450003,33,return,4.526516168000853,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,36,18,9,45,63,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_09_00_36_18.png,,,,,0,194,194,78,,,,,,,,,,,,,,,,,,1271.628984977,0.0007666419996894547,1272.131317546,1272.131317546,1272.131317546,1272.131317546,10,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,0,18,36,18,54,0.67,0.5,0.5,0.0,0.5,0.5,,stimuli/P_18_18_00_18.png,,,,,0,195,195,162,,,,,,,,,,,,,,,,,,1279.7279516629997,0.0022233169993342017,1280.2330498170004,1280.2330498170004,1280.2330498170004,1280.2330498170004,33,return,4.290913705001003,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,0,18,9,0,27,0.67,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_09_00_18.png,,,,,0,196,196,18,,,,,,,,,,,,,,,,,,1284.5516078809997,0.0007665800003451295,1285.0542289120003,1285.0542289120003,1285.0542289120003,1285.0542289120003,25,return,3.435644314000456,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,0,0,72,36,72,0.5,0.5,0.5,None,None,None,,stimuli/P_36_36_00_00.png,,,,,0,197,197,240,,,,,,,,,,,,,,,,,,1288.5127765320003,0.0006433850003304542,1289.0161452559996,1289.0161452559996,1289.0161452559996,1289.0161452559996,50,return,2.764375311000549,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,9,18,36,45,63,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_36_00_09_18.png,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,1291.7958227939998,0.0006455450002249563,1292.2915981409997,1292.2915981409997,1292.2915981409997,1292.2915981409997,40,return,4.846154220000244,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,0,36,36,18,72,0.75,0.5,0.5,0.0,0.5,0.5,,stimuli/P_18_18_00_36.png,,,,,0,199,199,163,,,,,,,,,,,,,,,,,,1297.1579103550002,0.0006868000000395114,1297.6530100620002,1297.6530100620002,1297.6530100620002,1297.6530100620002,25,return,6.865294837000874,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,9,36,45,18,90,0.6,0.8,0.2,0.2,0.0,0.0,,stimuli/P_09_36_09_36.png,,,,,0,200,200,119,,,,,,,,,,,,,,,,,,1304.5361557360002,0.0006449130005421466,1305.0308975469998,1305.0308975469998,1305.0308975469998,1305.0308975469998,15,return,6.404879826000069,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,36,18,0,36,54,1.0,None,None,0.67,None,None,,stimuli/P_00_00_36_18.png,,,,,0,201,201,14,,,,,,,,,,,,,,,,,,1311.463824112,0.0007891259992902633,1311.958493309,1311.958493309,1311.958493309,1311.958493309,0,return,2.0100795560001643,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,0,18,27,9,45,0.6,0.67,0.33,0.0,0.33,0.33,,stimuli/P_09_18_00_18.png,,,,,0,202,202,98,,,,,,,,,,,,,,,,,,1313.9971516169999,0.0007913669996924,1314.511505855,1314.511505855,1314.511505855,1314.511505855,30,return,5.236231109000073,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,36,18,27,45,81,0.78,0.67,0.33,0.67,-0.33,-1.0,,stimuli/P_09_18_36_18.png,,,,,0,203,203,110,,,,,,,,,,,,,,,,,,1319.7736683849998,0.0010352389999752631,1320.2816096139995,1320.2816096139995,1320.2816096139995,1320.2816096139995,15,return,4.423886683000092,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,36,18,45,72,99,0.91,0.2,0.8,0.67,0.13,0.4,,stimuli/P_36_09_36_18.png,,,,,0,204,204,222,,,,,,,,,,,,,,,,,,1324.7309805719997,0.0009493630004726583,1325.2355148650004,1325.2355148650004,1325.2355148650004,1325.2355148650004,35,return,5.073034801000176,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,18,36,72,54,126,0.71,0.5,0.5,0.33,0.17,0.25,,stimuli/P_36_36_18_36.png,,,,,0,205,205,251,,,,,,,,,,,,,,,,,,1330.3317179340002,0.0007639240002390579,1330.8334792739997,1330.8334792739997,1330.8334792739997,1330.8334792739997,40,return,2.9424583870004426,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,36,0,54,54,90,0.6,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_18_36_36_00.png,,,,,0,206,206,188,,,,,,,,,,,,,,,,,,1333.79614734,0.0006614350004383596,1334.2969640499996,1334.2969640499996,1334.2969640499996,1334.2969640499996,25,return,7.490948261000085,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,0,36,36,36,72,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_36_00_00_36.png,,,,,0,207,207,195,,,,,,,,,,,,,,,,,,1341.8142301859998,0.0007638249999217805,1342.319153722,1342.319153722,1342.319153722,1342.319153722,100,return,4.485173654000391,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,9,36,18,27,63,1.0,0.0,1.0,0.2,0.8,1.0,,stimuli/P_18_00_09_36.png,,,,,0,208,208,135,,,,,,,,,,,,,,,,,,1346.8290356280004,0.0006550739999511279,1347.3389784809997,1347.3389784809997,1347.3389784809997,1347.3389784809997,100,return,4.717090326000289,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,18,36,27,27,81,0.78,0.67,0.33,0.33,0.0,0.0,,stimuli/P_09_18_18_36.png,,,,,0,209,209,107,,,,,,,,,,,,,,,,,,1352.0835659949998,0.0007596169998578262,1352.5798737369996,1352.5798737369996,1352.5798737369996,1352.5798737369996,25,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,36,9,54,54,99,0.64,0.67,0.33,0.8,-0.47,-2.33,,stimuli/P_18_36_36_09.png,,,,,0,210,210,189,,,,,,,,,,,,,,,,,,1360.2029469540003,0.016679647999808367,1360.7122473589998,1360.7122473589998,1360.7122473589998,1360.7122473589998,30,return,4.782914881000579,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,9,9,45,18,63,0.43,0.8,0.2,0.5,-0.3,-0.6,,stimuli/P_09_36_09_09.png,,,,,0,211,211,117,,,,,,,,,,,,,,,,,,1365.52647394,0.0012727370003631222,1366.0363699509999,1366.0363699509999,1366.0363699509999,1366.0363699509999,15,return,7.209482672999911,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,36,36,9,45,81,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_09_00_36_36.png,,,,,0,212,212,79,,,,,,,,,,,,,,,,,,1373.2602524719996,0.0005447290004667593,1373.7565800399998,1373.7565800399998,1373.7565800399998,1373.7565800399998,10,return,5.277954334000242,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,0,0,27,9,27,0.33,0.67,0.33,None,None,None,,stimuli/P_09_18_00_00.png,,,,,0,213,213,96,,,,,,,,,,,,,,,,,,1379.0636322009996,0.0007452300005752477,1379.5721478280002,1379.5721478280002,1379.5721478280002,1379.5721478280002,30,return,6.802989106000496,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,18,0,36,18,54,0.33,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_36_18_00.png,,,,,0,214,214,56,,,,,,,,,,,,,,,,,,1386.3943948699998,0.0006670969996775966,1386.8970272329998,1386.8970272329998,1386.8970272329998,1386.8970272329998,0,return,3.8411214640000253,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,0,18,18,9,36,0.75,0.5,0.5,0.0,0.5,0.5,,stimuli/P_09_09_00_18.png,,,,,0,215,215,82,,,,,,,,,,,,,,,,,,1390.7627465140004,0.0008051909999267082,1391.2583648130003,1391.2583648130003,1391.2583648130003,1391.2583648130003,35,return,5.91609946600056,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,9,0,45,45,54,0.83,0.2,0.8,1.0,-0.2,#NAME?,,stimuli/P_36_09_09_00.png,,,,,0,216,216,212,,,,,,,,,,,,,,,,,,1397.195410106,0.0006501210000351421,1397.7077521419997,1397.7077521419997,1397.7077521419997,1397.7077521419997,60,return,3.12197582600038,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,18,18,9,18,45,0.8,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_09_18_18.png,,,,,0,217,217,26,,,,,,,,,,,,,,,,,,1400.8545390959998,0.000687996000124258,1401.3610707999997,1401.3610707999997,1401.3610707999997,1401.3610707999997,0,return,1.5933759460003785,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,0,9,45,36,54,0.83,0.2,0.8,0.0,0.8,0.8,,stimuli/P_36_09_00_09.png,,,,,0,218,218,209,,,,,,,,,,,,,,,,,,1402.9792847159997,0.0007498069999201107,1403.4785193950001,1403.4785193950001,1403.4785193950001,1403.4785193950001,60,return,5.5923779009999635,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,18,9,36,54,63,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_36_00_18_09.png,,,,,0,219,219,201,,,,,,,,,,,,,,,,,,1409.099905997,0.0009684870001365198,1409.60655976,1409.60655976,1409.60655976,1409.60655976,5,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,36,0,27,54,63,0.86,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_18_09_36_00.png,,,,,0,220,220,156,,,,,,,,,,,,,,,,,,1417.2094789889998,0.011892933999661182,1417.7182809750002,1417.7182809750002,1417.7182809750002,1417.7182809750002,30,return,7.017431231999581,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,18,9,54,36,81,0.56,0.67,0.33,0.67,-0.33,-1.0,,stimuli/P_18_36_18_09.png,,,,,0,221,221,185,,,,,,,,,,,,,,,,,,1424.760681279,0.0005160299997442053,1425.261882752,1425.261882752,1425.261882752,1425.261882752,30,return,3.076089528000921,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,36,36,18,54,90,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_18_00_36_36.png,,,,,0,222,222,143,,,,,,,,,,,,,,,,,,1428.364187651,0.0007553079994977452,1428.8699868200001,1428.8699868200001,1428.8699868200001,1428.8699868200001,25,return,5.062810086999889,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,0,18,45,36,63,0.86,0.2,0.8,0.0,0.8,0.8,,stimuli/P_36_09_00_18.png,,,,,0,223,223,210,,,,,,,,,,,,,,,,,,1433.95636345,0.001039887999468192,1434.4710808290001,1434.4710808290001,1434.4710808290001,1434.4710808290001,50,return,7.383146707000378,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,18,18,54,36,90,0.6,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_18_36_18_18.png,,,,,0,224,224,186,,,,,,,,,,,,,,,,,,1441.885706766,0.0009603170001355466,1442.3787314390001,1442.3787314390001,1442.3787314390001,1442.3787314390001,35,return,6.263495778000106,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,18,9,18,18,45,0.6,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_18_18_09.png,,,,,0,225,225,41,,,,,,,,,,,,,,,,,,1448.671749706,0.0009727750002639368,1449.1785840359998,1449.1785840359998,1449.1785840359998,1449.1785840359998,0,return,3.573317239000062,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,36,36,45,72,117,0.92,0.2,0.8,0.5,0.3,0.6,,stimuli/P_36_09_36_36.png,,,,,0,226,226,223,,,,,,,,,,,,,,,,,,1452.7802754490003,0.0007886349994805641,1453.2860607780003,1453.2860607780003,1453.2860607780003,1453.2860607780003,25,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,36,18,18,54,72,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_18_00_36_18.png,,,,,0,227,227,142,,,,,,,,,,,,,,,,,,1460.8896874169995,0.011138972999106045,1461.3847880960002,1461.3847880960002,1461.3847880960002,1461.3847880960002,15,return,6.0533209559998795,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,18,18,18,27,54,0.83,0.5,0.5,0.5,0.0,0.0,,stimuli/P_09_09_18_18.png,,,,,0,228,228,90,,,,,,,,,,,,,,,,,,1467.4635193659997,0.000763196000661992,1467.9757007460003,1467.9757007460003,1467.9757007460003,1467.9757007460003,15,return,6.5661067390001335,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,18,0,18,18,36,0.5,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_18_18_00.png,,,,,0,229,229,40,,,,,,,,,,,,,,,,,,1474.5576979870002,0.0005639720002363902,1475.0541619619999,1475.0541619619999,1475.0541619619999,1475.0541619619999,0,return,2.5288013950003005,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,36,36,54,54,126,0.71,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_18_36_36_36.png,,,,,0,230,230,191,,,,,,,,,,,,,,,,,,1477.5958865679995,0.0007741830004306394,1478.1059585639996,1478.1059585639996,1478.1059585639996,1478.1059585639996,20,return,5.745935656000256,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,9,9,45,45,63,0.86,0.2,0.8,0.5,0.3,0.6,,stimuli/P_36_09_09_09.png,,,,,0,231,231,213,,,,,,,,,,,,,,,,,,1483.8637220740002,0.0005882519999431679,1484.3724484180002,1484.3724484180002,1484.3724484180002,1484.3724484180002,75,return,6.8117038599993975,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,9,18,18,18,45,0.8,0.5,0.5,0.33,0.17,0.25,,stimuli/P_09_09_09_18.png,,,,,0,232,232,86,,,,,,,,,,,,,,,,,,1491.207285812,0.0006558100003530853,1491.7131980060003,1491.7131980060003,1491.7131980060003,1491.7131980060003,3,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,36,18,72,72,126,0.71,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_36_36_36_18.png,,,,,0,233,233,254,,,,,,,,,,,,,,,,,,1499.320459767,0.010685940000257688,1499.827097927,1499.827097927,1499.827097927,1499.827097927,29,return,5.934932220000519,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,0,9,0,0,9,1.0,None,None,0.0,None,None,,stimuli/P_00_00_00_09.png,,,,,0,234,234,1,,,,,,,,,,,,,,,,,,1505.7757472949997,0.0006659139999101171,1506.276907044,1506.276907044,1506.276907044,1506.276907044,0,return,2.247567162999985,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,36,18,9,36,63,0.86,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_09_36_18.png,,,,,0,235,235,30,,,,,,,,,,,,,,,,,,1508.5418561750002,0.0006385979995684465,1509.050981712,1509.050981712,1509.050981712,1509.050981712,0,return,2.650806337999711,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,18,9,18,36,45,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_18_00_18_09.png,,,,,0,236,236,137,,,,,,,,,,,,,,,,,,1511.726244548,0.0006677259998468799,1512.2412985629999,1512.2412985629999,1512.2412985629999,1512.2412985629999,37,return,6.776536723999925,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,36,9,18,54,63,1.0,0.0,1.0,0.8,0.2,1.0,,stimuli/P_18_00_36_09.png,,,,,0,237,237,141,,,,,,,,,,,,,,,,,,1519.0447193620003,0.0009404180000274209,1519.550467604,1519.550467604,1519.550467604,1519.550467604,3,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,18,18,18,18,54,0.67,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_18_18_18.png,,,,,0,238,238,42,,,,,,,,,,,,,,,,,,1527.1532900109996,0.008237566999014234,1527.6655001689996,1527.6655001689996,1527.6655001689996,1527.6655001689996,0,return,1.9711558680000962,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,0,18,54,36,72,0.75,0.33,0.67,0.0,0.67,0.67,,stimuli/P_36_18_00_18.png,,,,,0,239,239,226,,,,,,,,,,,,,,,,,,1529.660211171,0.0007646499998372747,1530.1638584459997,1530.1638584459997,1530.1638584459997,1530.1638584459997,50,return,6.708277682000698,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,36,9,27,54,72,0.88,0.33,0.67,0.8,-0.13,-0.67,,stimuli/P_18_09_36_09.png,,,,,0,240,240,157,,,,,,,,,,,,,,,,,,1536.894724113,0.0007745160000922624,1537.3911538009997,1537.3911538009997,1537.3911538009997,1537.3911538009997,30,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,0,18,36,0,54,0.33,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_36_00_18.png,,,,,0,241,241,50,,,,,,,,,,,,,,,,,,1545.0068841900002,0.013394015999438125,1545.5155934630002,1545.5155934630002,1545.5155934630002,1545.5155934630002,0,return,1.5534709390003627,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,9,36,18,9,63,0.71,1.0,0.0,0.2,-0.2,-0.25,,stimuli/P_00_18_09_36.png,,,,,0,242,242,39,,,,,,,,,,,,,,,,,,1547.0917546310002,0.0006481850005002343,1547.5957665300002,1547.5957665300002,1547.5957665300002,1547.5957665300002,0,return,3.9595597420002377,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,36,9,36,36,81,0.56,1.0,0.0,0.8,-0.8,-4.0,,stimuli/P_00_36_36_09.png,,,,,0,243,243,61,,,,,,,,,,,,,,,,,,1551.5870167020003,0.0011690139999700477,1552.0881042350002,1552.0881042350002,1552.0881042350002,1552.0881042350002,0,return,2.0748348990000522,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,18,0,54,54,72,0.75,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_36_18_18_00.png,,,,,0,244,244,232,,,,,,,,,,,,,,,,,,1554.1776698490003,0.0008011709996935679,1554.675474396,1554.675474396,1554.675474396,1554.675474396,40,return,6.449170435000269,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,9,18,0,9,27,1.0,None,None,0.33,None,None,,stimuli/P_00_00_09_18.png,,,,,0,245,245,6,,,,,,,,,,,,,,,,,,1561.1416069830002,0.0005588340000031167,1561.6391476130002,1561.6391476130002,1561.6391476130002,1561.6391476130002,0,return,1.349577304000377,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,0,0,54,18,54,0.33,0.67,0.33,None,None,None,,stimuli/P_18_36_00_00.png,,,,,0,246,246,176,,,,,,,,,,,,,,,,,,1563.010001859,0.0006635689996983274,1563.5149020059998,1563.5149020059998,1563.5149020059998,1563.5149020059998,30,return,3.204912954000065,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,9,18,27,18,54,0.67,0.67,0.33,0.33,0.0,0.0,,stimuli/P_09_18_09_18.png,,,,,0,247,247,102,,,,,,,,,,,,,,,,,,1566.745559893,0.0009544980002829107,1567.2502015749997,1567.2502015749997,1567.2502015749997,1567.2502015749997,20,return,5.3411054400003195,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,18,18,72,54,108,0.67,0.5,0.5,0.5,0.0,0.0,,stimuli/P_36_36_18_18.png,,,,,0,248,248,250,,,,,,,,,,,,,,,,,,1572.6097830019999,0.0006146480000097654,1573.1132515640002,1573.1132515640002,1573.1132515640002,1573.1132515640002,35,return,5.468975296000281,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,18,36,0,18,54,1.0,None,None,0.33,None,None,,stimuli/P_00_00_18_36.png,,,,,0,249,249,11,,,,,,,,,,,,,,,,,,1578.6065604059995,0.0006541479997395072,1579.119810231,1579.119810231,1579.119810231,1579.119810231,0,return,1.8641050140004154,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,0,9,54,36,63,0.71,0.33,0.67,0.0,0.67,0.67,,stimuli/P_36_18_00_09.png,,,,,0,250,250,225,,,,,,,,,,,,,,,,,,1581.0096384569997,0.0009539819993733545,1581.5211317439998,1581.5211317439998,1581.5211317439998,1581.5211317439998,40,return,5.403447919000428,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,36,9,0,36,45,1.0,None,None,0.8,None,None,,stimuli/P_00_00_36_09.png,,,,,0,251,251,13,,,,,,,,,,,,,,,,,,1586.944254336,0.0006478949999291217,1587.452254971,1587.452254971,1587.452254971,1587.452254971,0,return,1.4384406299996044,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,9,36,54,45,99,0.82,0.33,0.67,0.2,0.47,0.58,,stimuli/P_36_18_09_36.png,,,,,0,252,252,231,,,,,,,,,,,,,,,,,,1588.9122359849998,0.0007428220005749608,1589.4115895969999,1589.4115895969999,1589.4115895969999,1589.4115895969999,26,return,7.119261825000649,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,36,9,18,36,63,0.71,1.0,0.0,0.8,-0.8,-4.0,,stimuli/P_00_18_36_09.png,,,,,0,253,253,45,,,,,,,,,,,,,,,,,,1596.5582209949998,0.000751127000512497,1597.0669533609998,1597.0669533609998,1597.0669533609998,1597.0669533609998,0,return,2.6880008570005884,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,9,36,27,18,72,0.75,0.67,0.33,0.2,0.13,0.17,,stimuli/P_09_18_09_36.png,,,,,0,254,254,103,,,,,,,,,,,,,,,,,,1599.7752972360004,0.0007806359999449342,1600.2778591099996,1600.2778591099996,1600.2778591099996,1600.2778591099996,15,return,3.8262957120005012,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,0,0,54,36,54,0.67,0.33,0.67,None,None,None,,stimuli/P_36_18_00_00.png,,,,,0,255,255,224,,,,,,,,,,,,,,,,,,1604.1243222949997,0.00065483399976074,1604.6302033129996,1604.6302033129996,1604.6302033129996,1604.6302033129996,55,return,5.8358023800010415,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.4914185469997,1611.4833761230002,,,,,,,
