NewImageName,NewAudioName,Experiment,Group,ImageObjectLeft,ImageObjectRight,PicGenderLeft,PicGenderRight,PicGender,AgentGender,AudioPronoun,AudioSide,AudioNoun,TestSentence,ReferPosition,PronounOnset,LROnset,NounOnset,SentenceOffset,Questions,SQsmatch,ExperimentKind
NN_BG0_SB0_F.png,G_L_SB0_F.wav,2,A,饼干,鼠标,neutral,neutral,Neutral,FYQ,Girl,Left,鼠标,女孩左边是一个鼠标,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BBT_HLJ_F.png,G_L_HLJ_F.wav,2,A,棒棒糖,红辣椒,neutral,neutral,Neutral,FYQ,Girl,Left,红辣椒,女孩左边是一个红辣椒,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_TT0_YT0_F.png,G_L_YT0_F.wav,2,A,甜筒,油条,neutral,neutral,Neutral,FYQ,Girl,Left,油条,女孩左边是一个油条,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_QKL_YMQ_F.png,G_L_YMQ_F.wav,2,A,巧克力,羽毛球,neutral,neutral,Neutral,FYQ,Girl,Left,羽毛球,女孩左边是一个羽毛球,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_KX0_LT0_F.png,G_L_LT0_F.wav,2,A,烤箱,辣条,neutral,neutral,Neutral,FYQ,Girl,Left,辣条,女孩左边是一个辣条,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_DG0_HG0_F.png,G_R_DG0_F.wav,2,A,蛋糕,火锅,neutral,neutral,Neutral,FYQ,Girl,Right,蛋糕,女孩右边是一个蛋糕,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BLT_CDQ_F.png,G_R_BLT_F.wav,2,A,便利贴,充电器,neutral,neutral,Neutral,FYQ,Girl,Right,便利贴,女孩右边是一个便利贴,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YT0_MF0_F.png,G_R_YT0_F.wav,2,A,樱桃,米饭,neutral,neutral,Neutral,FYQ,Girl,Right,樱桃,女孩右边是一个樱桃,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_WZ0_HJ0_F.png,G_R_WZ0_F.wav,2,A,袜子,花卷,neutral,neutral,Neutral,FYQ,Girl,Right,袜子,女孩右边是一个袜子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_GJ0_BM0_F.png,G_R_GJ0_F.wav,2,A,果酒,斑马,neutral,neutral,Neutral,FYQ,Girl,Right,果酒,女孩右边是一个果酒,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_MP0_YW0_F.png,G_R_MP0_F.wav,2,A,麦片,鹦鹉,neutral,neutral,Neutral,FYQ,Girl,Right,麦片,女孩右边是一个麦片,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YDX_DRC_M.png,B_L_DRC_M.wav,2,B,运动鞋,单人床,neutral,neutral,Neutral,YXY,Boy,Left,单人床,男孩左边是一个单人床,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_SZ0_HG0_M.png,B_L_HG0_M.wav,2,B,狮子,黄瓜,neutral,neutral,Neutral,YXY,Boy,Left,黄瓜,男孩左边是一个黄瓜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_MZ0_BZ0_M.png,B_L_BZ0_M.wav,2,B,帽子,包子,neutral,neutral,Neutral,YXY,Boy,Left,包子,男孩左边是一个包子,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_SB0_QB0_M.png,B_L_QB0_M.wav,2,B,手表,铅笔,neutral,neutral,Neutral,YXY,Boy,Left,铅笔,男孩左边是一个铅笔,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YX0_MM0_M.png,B_L_MM0_M.wav,2,B,雨靴,木门,neutral,neutral,Neutral,YXY,Boy,Left,木门,男孩左边是一个木门,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_FC0_LB0_M.png,B_R_FC0_M.wav,2,B,帆船,萝卜,neutral,neutral,Neutral,YXY,Boy,Right,帆船,男孩右边是一个帆船,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_SJJ_KG0_M.png,B_R_SJJ_M.wav,2,B,三脚架,苦瓜,neutral,neutral,Neutral,YXY,Boy,Right,三脚架,男孩右边是一个三脚架,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BXX_MHT_M.png,B_R_BXX_M.wav,2,B,保险箱,猕猴桃,neutral,neutral,Neutral,YXY,Boy,Right,保险箱,男孩右边是一个保险箱,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_LC0_BZ0_M.png,B_R_LC0_M.wav,2,B,绿茶,杯子,neutral,neutral,Neutral,YXY,Boy,Right,绿茶,男孩右边是一个绿茶,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YS0_XG0_M.png,B_R_YS0_M.wav,2,B,雨伞,西瓜,neutral,neutral,Neutral,YXY,Boy,Right,雨伞,男孩右边是一个雨伞,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_WY0_GQ0_M.png,B_R_WY0_M.wav,2,B,卫衣,钢琴,neutral,neutral,Neutral,YXY,Boy,Right,卫衣,男孩右边是一个卫衣,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_JXL_UP0_F.png,G_L_UP0_F.wav,2,B,金项链,U盘,neutral,neutral,Neutral,FYQ,Girl,Left,U盘,女孩左边是一个U盘,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_EJ0_TS0_F.png,G_L_TS0_F.wav,2,B,耳机,图书,neutral,neutral,Neutral,FYQ,Girl,Left,图书,女孩左边是一个图书,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_XK0_FZ0_F.png,G_L_FZ0_F.wav,2,B,袖扣,风筝,neutral,neutral,Neutral,FYQ,Girl,Left,风筝,女孩左边是一个风筝,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_GB0_NG0_F.png,G_L_NG0_F.wav,2,B,钢笔,南瓜,neutral,neutral,Neutral,FYQ,Girl,Left,南瓜,女孩左边是一个南瓜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_LH0_TZ0_F.png,G_L_TZ0_F.wav,2,B,老虎,桃子,neutral,neutral,Neutral,FYQ,Girl,Left,桃子,女孩左边是一个桃子,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_JP0_PG0_F.png,G_L_PG0_F.wav,2,B,键盘,苹果,neutral,neutral,Neutral,FYQ,Girl,Left,苹果,女孩左边是一个苹果,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_DN0_XJ0_F.png,G_R_DN0_F.wav,2,B,电脑,香蕉,neutral,neutral,Neutral,FYQ,Girl,Right,电脑,女孩右边是一个电脑,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_FJ0_BC0_F.png,G_R_FJ0_F.wav,2,B,飞机,白菜,neutral,neutral,Neutral,FYQ,Girl,Right,飞机,女孩右边是一个飞机,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YX0_MB0_F.png,G_R_YX0_F.wav,2,B,音响,面包,neutral,neutral,Neutral,FYQ,Girl,Right,音响,女孩右边是一个音响,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_PPQ_FQ0_F.png,G_R_PPQ_F.wav,2,B,乒乓球,番茄,neutral,neutral,Neutral,FYQ,Girl,Right,乒乓球,女孩右边是一个乒乓球,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_CM0_CZ0_F.png,G_R_CM0_F.wav,2,B,草帽,橙子,neutral,neutral,Neutral,FYQ,Girl,Right,草帽,女孩右边是一个草帽,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_NN0_YKQ_M.png,B_L_YKQ_M.wav,2,A,牛奶,遥控器,neutral,neutral,Neutral,YXY,Boy,Left,遥控器,男孩左边是一个遥控器,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_NL0_MJ0_M.png,B_L_MJ0_M.wav,2,A,奶酪,墨镜,neutral,neutral,Neutral,YXY,Boy,Left,墨镜,男孩左边是一个墨镜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BJB_HLX_M.png,B_L_XLX_M.wav,2,A,笔记本,行李箱,neutral,neutral,Neutral,YXY,Boy,Left,行李箱,男孩左边是一个行李箱,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_KF0_JP0_M.png,B_L_JP0_M.wav,2,A,咖啡,奖牌,neutral,neutral,Neutral,YXY,Boy,Left,奖牌,男孩左边是一个奖牌,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_MG0_YJ0_M.png,B_L_YJ0_M.wav,2,A,芒果,眼镜,neutral,neutral,Neutral,YXY,Boy,Left,眼镜,男孩左边是一个眼镜,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BX0_QP0_M.png,B_L_QP0_M.wav,2,A,冰箱,球拍,neutral,neutral,Neutral,YXY,Boy,Left,球拍,男孩左边是一个球拍,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_ES0_HZ0_M.png,B_R_ES0_M.wav,2,A,耳塞,猴子,neutral,neutral,Neutral,YXY,Boy,Right,耳塞,男孩右边是一个耳塞,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_XG0_WQ0_M.png,B_R_XG0_M.wav,2,A,小狗,网球,neutral,neutral,Neutral,YXY,Boy,Right,小狗,男孩右边是一个小狗,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BMH_YRC_M.png,B_R_BMH_M.wav,2,A,爆米花,羊肉串,neutral,neutral,Neutral,YXY,Boy,Right,爆米花,男孩右边是一个爆米花,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_THL_YS0_M.png,B_R_THL_M.wav,2,A,糖葫芦,牙刷,neutral,neutral,Neutral,YXY,Boy,Right,糖葫芦,男孩右边是一个糖葫芦,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_PT0_YC0_M.png,B_R_PT0_M.wav,2,A,葡萄,钥匙,neutral,neutral,Neutral,YXY,Boy,Right,葡萄,男孩右边是一个葡萄,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MHT_TXP_M.png,Y_R_TXP_M.wav,1,A,棉花糖,剃须泡,Left_female,Right_male,Gendered,YXY,You,Right,剃须泡,你的右边是一个剃须泡,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_CFJ_TXD_M.png,Y_R_TXD_M.wav,1,A,吹风机,剃须刀,Left_female,Right_male,Gendered,YXY,You,Right,剃须刀,你的右边是一个剃须刀,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_DDC_YD0_M.png,Y_R_YD0_M.wav,1,A,电动车,烟斗,Left_female,Right_male,Gendered,YXY,You,Right,烟斗,你的右边是一个烟斗,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_TTQ_XYH_M.png,Y_R_XYH_M.wav,1,A,甜甜圈,香烟盒,Left_female,Right_male,Gendered,YXY,You,Right,香烟盒,你的右边是一个香烟盒,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MT0_LX0_M.png,Y_R_LX0_M.wav,1,A,美瞳,凉鞋,Left_female,Right_male,Gendered,YXY,You,Right,凉鞋,你的右边是一个凉鞋,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FSS_DZ0_M.png,Y_R_DZ0_M.wav,1,A,防晒霜,电钻,Left_female,Right_male,Gendered,YXY,You,Right,电钻,你的右边是一个电钻,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YEC_DJ0_M.png,Y_R_DJ0_M.wav,1,A,婴儿车,电锯,Left_female,Right_male,Gendered,YXY,You,Right,电锯,你的右边是一个电锯,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZS0_TK0_M.png,Y_R_TAN_M.wav,1,A,钻石,坦克,Left_female,Right_male,Gendered,YXY,You,Right,坦克,你的右边是一个坦克,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FST_WJJ_M.png,Y_R_WJJ_M.wav,1,A,粉手套,挖掘机,Left_female,Right_male,Gendered,YXY,You,Right,挖掘机,你的右边是一个挖掘机,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JZ0_GM0_M.png,Y_R_GM0_M.wav,1,A,镜子,官帽,Left_female,Right_male,Gendered,YXY,You,Right,官帽,你的右边是一个官帽,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_EZ0_KC0_M.png,Y_R_KC0_M.wav,1,A,耳罩,卡车,Left_female,Right_male,Gendered,YXY,You,Right,卡车,你的右边是一个卡车,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SZ0_XZ0_M.png,Y_R_XZ0_M.wav,1,A,梳子,西装,Left_female,Right_male,Gendered,YXY,You,Right,西装,你的右边是一个西装,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MY0_YLX_M.png,Y_R_YLX_M.wav,1,A,毛衣,英伦鞋,Left_female,Right_male,Gendered,YXY,You,Right,英伦鞋,你的右边是一个英伦鞋,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YXB_JK0_M.png,Y_R_JK0_M.wav,1,A,眼线笔,夹克,Left_female,Right_male,Gendered,YXY,You,Right,夹克,你的右边是一个夹克,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MM0_LD0_M.png,Y_R_LD0_M.wav,1,A,面膜,领带,Left_female,Right_male,Gendered,YXY,You,Right,领带,你的右边是一个领带,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_XS0_BS0_M.png,Y_R_BS0_M.wav,1,A,香水,扳手,Left_female,Right_male,Gendered,YXY,You,Right,扳手,你的右边是一个扳手,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FDY_XY0_M.png,Y_R_XY0_M.wav,1,A,粉底液,香烟,Left_female,Right_male,Gendered,YXY,You,Right,香烟,你的右边是一个香烟,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_HDJ_QJT_M.png,Y_R_QJT_M.wav,1,A,蝴蝶结,拳击套,Left_female,Right_male,Gendered,YXY,You,Right,拳击套,你的右边是一个拳击套,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_PJ0_CS0_M.png,Y_R_CS0_M.wav,1,A,披肩,衬衫,Left_female,Right_male,Gendered,YXY,You,Right,衬衫,你的右边是一个衬衫,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZJ0_MTC_M.png,Y_R_MTC_M.wav,1,A,钻戒,摩托车,Left_female,Right_male,Gendered,YXY,You,Right,摩托车,你的右边是一个摩托车,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SY0_QY0_M.png,Y_R_QY0_M.wav,1,A,束腰,球衣,Left_female,Right_male,Gendered,YXY,You,Right,球衣,你的右边是一个球衣,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JMJ_YRF_M.png,Y_R_YRF_M.wav,1,A,睫毛夹,羽绒服,Left_female,Right_male,Gendered,YXY,You,Right,羽绒服,你的右边是一个羽绒服,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_NN0_YKQ_M.png,Y_L_NN0_M.wav,1,A,牛奶,遥控器,neutral,neutral,Neutral,YXY,You,Left,牛奶,你的左边是一个牛奶,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_NL0_MJ0_M.png,Y_L_NL0_M.wav,1,A,奶酪,墨镜,neutral,neutral,Neutral,YXY,You,Left,奶酪,你的左边是一个奶酪,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BJB_HLX_M.png,Y_L_BJB_M.wav,1,A,笔记本,行李箱,neutral,neutral,Neutral,YXY,You,Left,笔记本,你的左边是一个笔记本,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_KF0_JP0_M.png,Y_L_KF0_M.wav,1,A,咖啡,奖牌,neutral,neutral,Neutral,YXY,You,Left,咖啡,你的左边是一个咖啡,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_MG0_YJ0_M.png,Y_L_MG0_M.wav,1,A,芒果,眼镜,neutral,neutral,Neutral,YXY,You,Left,芒果,你的左边是一个芒果,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BX0_QP0_M.png,Y_L_BX0_M.wav,1,A,冰箱,球拍,neutral,neutral,Neutral,YXY,You,Left,冰箱,你的左边是一个冰箱,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_ES0_HZ0_M.png,Y_R_HZ0_M.wav,1,A,耳塞,猴子,neutral,neutral,Neutral,YXY,You,Right,猴子,你的右边是一个猴子,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_XG0_WQ0_M.png,Y_R_WQ0_M.wav,1,A,小狗,网球,neutral,neutral,Neutral,YXY,You,Right,网球,你的右边是一个网球,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BMH_YRC_M.png,Y_R_YRC_M.wav,1,A,爆米花,羊肉串,neutral,neutral,Neutral,YXY,You,Right,羊肉串,你的右边是一个羊肉串,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_THL_YS0_M.png,Y_R_YS0_M.wav,1,A,糖葫芦,牙刷,neutral,neutral,Neutral,YXY,You,Right,牙刷,你的右边是一个牙刷,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_PT0_YC0_M.png,Y_R_YC0_M.wav,1,A,葡萄,钥匙,neutral,neutral,Neutral,YXY,You,Right,钥匙,你的右边是一个钥匙,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MHT_TXP_F.png,Y_L_MHT_F.wav,1,A,棉花糖,剃须泡,Left_female,Right_male,Gendered,FYQ,You,Left,棉花糖,你的左边是一个棉花糖,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_CFJ_TXD_F.png,Y_L_CFJ_F.wav,1,A,吹风机,剃须刀,Left_female,Right_male,Gendered,FYQ,You,Left,吹风机,你的左边是一个吹风机,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_DDC_YD0_F.png,Y_L_DDC_F.wav,1,A,电动车,烟斗,Left_female,Right_male,Gendered,FYQ,You,Left,电动车,你的左边是一个电动车,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_TTQ_XYH_F.png,Y_L_TTQ_F.wav,1,A,甜甜圈,香烟盒,Left_female,Right_male,Gendered,FYQ,You,Left,甜甜圈,你的左边是一个甜甜圈,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MT0_LX0_F.png,Y_L_MT0_F.wav,1,A,美瞳,凉鞋,Left_female,Right_male,Gendered,FYQ,You,Left,美瞳,你的左边是一个美瞳,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FSS_DZ0_F.png,Y_L_FSS_F.wav,1,A,防晒霜,电钻,Left_female,Right_male,Gendered,FYQ,You,Left,防晒霜,你的左边是一个防晒霜,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YEC_DJ0_F.png,Y_L_YEC_F.wav,1,A,婴儿车,电锯,Left_female,Right_male,Gendered,FYQ,You,Left,婴儿车,你的左边是一个婴儿车,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZS0_TK0_F.png,Y_L_ZS0_F.wav,1,A,钻石,坦克,Left_female,Right_male,Gendered,FYQ,You,Left,钻石,你的左边是一个钻石,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FST_WJJ_F.png,Y_L_FST_F.wav,1,A,粉手套,挖掘机,Left_female,Right_male,Gendered,FYQ,You,Left,粉手套,你的左边是一个粉手套,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JZ0_GM0_F.png,Y_L_JZ0_F.wav,1,A,镜子,官帽,Left_female,Right_male,Gendered,FYQ,You,Left,镜子,你的左边是一个镜子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_EZ0_KC0_F.png,Y_L_EZ0_F.wav,1,A,耳罩,卡车,Left_female,Right_male,Gendered,FYQ,You,Left,耳罩,你的左边是一个耳罩,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SZ0_XZ0_F.png,Y_L_SHU_F.wav,1,A,梳子,西装,Left_female,Right_male,Gendered,FYQ,You,Left,梳子,你的左边是一个梳子,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MY0_YLX_F.png,Y_L_MY0_F.wav,1,A,毛衣,英伦鞋,Left_female,Right_male,Gendered,FYQ,You,Left,毛衣,你的左边是一个毛衣,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_YXB_JK0_F.png,Y_L_YXB_F.wav,1,A,眼线笔,夹克,Left_female,Right_male,Gendered,FYQ,You,Left,眼线笔,你的左边是一个眼线笔,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_MM0_LD0_F.png,Y_L_MM0_F.wav,1,A,面膜,领带,Left_female,Right_male,Gendered,FYQ,You,Left,面膜,你的左边是一个面膜,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_XS0_BS0_F.png,Y_L_XS0_F.wav,1,A,香水,扳手,Left_female,Right_male,Gendered,FYQ,You,Left,香水,你的左边是一个香水,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_FDY_XY0_F.png,Y_L_FDY_F.wav,1,A,粉底液,香烟,Left_female,Right_male,Gendered,FYQ,You,Left,粉底液,你的左边是一个粉底液,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_HDJ_QJT_F.png,Y_L_HDJ_F.wav,1,A,蝴蝶结,拳击套,Left_female,Right_male,Gendered,FYQ,You,Left,蝴蝶结,你的左边是一个蝴蝶结,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_PJ0_CS0_F.png,Y_L_PJ0_F.wav,1,A,披肩,衬衫,Left_female,Right_male,Gendered,FYQ,You,Left,披肩,你的左边是一个披肩,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_ZJ0_MTC_F.png,Y_L_ZJ0_F.wav,1,A,钻戒,摩托车,Left_female,Right_male,Gendered,FYQ,You,Left,钻戒,你的左边是一个钻戒,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_SY0_QY0_F.png,Y_L_SY0_F.wav,1,A,束腰,球衣,Left_female,Right_male,Gendered,FYQ,You,Left,束腰,你的左边是一个束腰,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
FM_JMJ_YRF_F.png,Y_L_JMJ_F.wav,1,A,睫毛夹,羽绒服,Left_female,Right_male,Gendered,FYQ,You,Left,睫毛夹,你的左边是一个睫毛夹,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BG0_SB0_F.png,Y_L_BG0_F.wav,1,A,饼干,鼠标,neutral,neutral,Neutral,FYQ,You,Left,饼干,你的左边是一个饼干,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BBT_HLJ_F.png,Y_L_BBT_F.wav,1,A,棒棒糖,红辣椒,neutral,neutral,Neutral,FYQ,You,Left,棒棒糖,你的左边是一个棒棒糖,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_TT0_YT0_F.png,Y_L_TT0_F.wav,1,A,甜筒,油条,neutral,neutral,Neutral,FYQ,You,Left,甜筒,你的左边是一个甜筒,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_QKL_YMQ_F.png,Y_L_QKL_F.wav,1,A,巧克力,羽毛球,neutral,neutral,Neutral,FYQ,You,Left,巧克力,你的左边是一个巧克力,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_KX0_LT0_F.png,Y_L_KX0_F.wav,1,A,烤箱,辣条,neutral,neutral,Neutral,FYQ,You,Left,烤箱,你的左边是一个烤箱,Left,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_DG0_HG0_F.png,Y_R_HG0_F.wav,1,A,蛋糕,火锅,neutral,neutral,Neutral,FYQ,You,Right,火锅,你的右边是一个火锅,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_BLT_CDQ_F.png,Y_R_CDQ_F.wav,1,A,便利贴,充电器,neutral,neutral,Neutral,FYQ,You,Right,充电器,你的右边是一个充电器,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_YT0_MF0_F.png,Y_R_MF0_F.wav,1,A,樱桃,米饭,neutral,neutral,Neutral,FYQ,You,Right,米饭,你的右边是一个米饭,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_WZ0_HJ0_F.png,Y_R_HJ0_F.wav,1,A,袜子,花卷,neutral,neutral,Neutral,FYQ,You,Right,花卷,你的右边是一个花卷,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
NN_GJ0_BM0_F.png,Y_R_BM0_F.wav,1,A,果酒,斑马,neutral,neutral,Neutral,FYQ,You,Right,斑马,你的右边是一个斑马,Right,0,753,3264,4500,图片中是否存在句子中提及的物体,yes,Formal
